train_number,class_type,amount
47183,2A,800.0
47183,1A,1200.0
47184,SL,400.0
47184,3A,640.0
47184,2A,800.0
47184,1A,1200.0
47185,SL,400.0
47185,3A,640.0
47185,2A,800.0
47185,1A,1200.0
47187,SL,400.0
47187,3A,640.0
47187,2A,800.0
47187,1A,1200.0
47188,SL,400.0
47188,3A,640.0
47188,2A,800.0
47188,1A,1200.0
47189,SL,400.0
47189,3A,640.0
47189,2A,800.0
47189,1A,1200.0
47190,SL,400.0
47190,3A,640.0
47190,2A,800.0
47190,1A,1200.0
47191,SL,400.0
47191,3A,640.0
47191,2A,800.0
47191,1A,1200.0
47192,SL,400.0
47192,3A,640.0
47192,2A,800.0
47192,1A,1200.0
47195,SL,400.0
47195,3A,640.0
47195,2A,800.0
47195,1A,1200.0
47196,SL,400.0
47196,3A,640.0
47196,2A,800.0
47196,1A,1200.0
47197,SL,400.0
47197,3A,640.0
47197,2A,800.0
47197,1A,1200.0
47198,SL,400.0
47198,3A,640.0
47198,2A,800.0
47198,1A,1200.0
47199,SL,400.0
47199,3A,640.0
47199,2A,800.0
47199,1A,1200.0
47200,SL,400.0
47200,3A,640.0
47200,2A,800.0
47200,1A,1200.0
47201,SL,400.0
47201,3A,640.0
47201,2A,800.0
47201,1A,1200.0
47202,SL,400.0
47202,3A,640.0
47202,2A,800.0
47202,1A,1200.0
47203,SL,400.0
47203,3A,640.0
47203,2A,800.0
47203,1A,1200.0
47204,SL,400.0
47204,3A,640.0
47204,2A,800.0
47204,1A,1200.0
47206,SL,400.0
47206,3A,640.0
47206,2A,800.0
47206,1A,1200.0
47208,SL,400.0
47208,3A,640.0
47208,2A,800.0
47208,1A,1200.0
47209,SL,400.0
47209,3A,640.0
47209,2A,800.0
47209,1A,1200.0
47211,SL,400.0
47211,3A,640.0
47211,2A,800.0
47211,1A,1200.0
47214,SL,400.0
47214,3A,640.0
47214,2A,800.0
47214,1A,1200.0
47216,SL,400.0
47216,3A,640.0
47216,2A,800.0
47216,1A,1200.0
47218,SL,400.0
47218,3A,640.0
47218,2A,800.0
47218,1A,1200.0
47220,SL,400.0
47220,3A,640.0
47220,2A,800.0
47220,1A,1200.0
50104,SL,400.0
50104,3A,640.0
50104,2A,800.0
50104,1A,1200.0
54306,SL,400.0
54306,3A,640.0
54306,2A,800.0
54306,1A,1200.0
56214,SL,400.0
56214,3A,640.0
56214,2A,800.0
56214,1A,1200.0
12393,SL,400.0
12393,3A,640.0
12393,2A,800.0
12393,1A,1200.0
15235,SL,400.0
15235,3A,640.0
15235,2A,800.0
15235,1A,1200.0
18612,SL,400.0
18612,3A,640.0
18612,2A,800.0
18612,1A,1200.0
19303,SL,400.0
19303,3A,640.0
19303,2A,800.0
19303,1A,1200.0
47193,SL,400.0
47193,3A,640.0
47193,2A,800.0
47193,1A,1200.0
47194,SL,400.0
47194,3A,640.0
47194,2A,800.0
47194,1A,1200.0
47210,SL,400.0
47210,3A,640.0
47210,2A,800.0
47210,1A,1200.0
47212,SL,400.0
47212,3A,640.0
47212,2A,800.0
47212,1A,1200.0
47213,SL,400.0
47213,3A,640.0
47213,2A,800.0
47213,1A,1200.0
47215,SL,400.0
47215,3A,640.0
47215,2A,800.0
47215,1A,1200.0
47217,SL,400.0
47217,3A,640.0
47217,2A,800.0
47217,1A,1200.0
47219,SL,400.0
47219,3A,640.0
47219,2A,800.0
47219,1A,1200.0
50107,SL,400.0
50107,3A,640.0
50107,2A,800.0
50107,1A,1200.0
50108,SL,400.0
50108,3A,640.0
50108,2A,800.0
50108,1A,1200.0
51027,SL,400.0
51027,3A,640.0
51027,2A,800.0
51027,1A,1200.0
51028,SL,400.0
51028,3A,640.0
51028,2A,800.0
51028,1A,1200.0
51029,SL,400.0
51029,3A,640.0
51029,2A,800.0
51029,1A,1200.0
51030,SL,400.0
51030,3A,640.0
51030,2A,800.0
51030,1A,1200.0
51033,SL,400.0
51033,3A,640.0
51033,2A,800.0
51033,1A,1200.0
51034,SL,400.0
51034,3A,640.0
51034,2A,800.0
51034,1A,1200.0
51116,SL,400.0
51116,3A,640.0
51116,2A,800.0
51116,1A,1200.0
51117,SL,400.0
51117,3A,640.0
51117,2A,800.0
51117,1A,1200.0
51118,SL,400.0
51118,3A,640.0
51118,2A,800.0
51118,1A,1200.0
51135,SL,400.0
51135,3A,640.0
51135,2A,800.0
51135,1A,1200.0
51136,SL,400.0
51136,3A,640.0
51136,2A,800.0
51136,1A,1200.0
51137,SL,400.0
51137,3A,640.0
51137,2A,800.0
51137,1A,1200.0
51138,SL,400.0
51138,3A,640.0
51138,2A,800.0
51138,1A,1200.0
51139,SL,400.0
51139,3A,640.0
51139,2A,800.0
51139,1A,1200.0
51140,SL,400.0
51140,3A,640.0
51140,2A,800.0
51140,1A,1200.0
51141,SL,400.0
51141,3A,640.0
51141,2A,800.0
51141,1A,1200.0
51142,SL,400.0
51142,3A,640.0
51142,2A,800.0
51142,1A,1200.0
51145,SL,400.0
51145,3A,640.0
51145,2A,800.0
51145,1A,1200.0
51146,SL,400.0
51146,3A,640.0
51146,2A,800.0
51146,1A,1200.0
51147,SL,400.0
51147,3A,640.0
51147,2A,800.0
51147,1A,1200.0
51148,SL,400.0
51148,3A,640.0
51148,2A,800.0
51148,1A,1200.0
51149,SL,400.0
51149,3A,640.0
51149,2A,800.0
51149,1A,1200.0
51150,SL,400.0
51150,3A,640.0
51150,2A,800.0
51150,1A,1200.0
51181,SL,400.0
51181,3A,640.0
51181,2A,800.0
51181,1A,1200.0
51182,SL,400.0
51182,3A,640.0
51182,2A,800.0
51182,1A,1200.0
51187,SL,400.0
51187,3A,640.0
51187,2A,800.0
51187,1A,1200.0
51188,SL,400.0
51188,3A,640.0
51188,2A,800.0
51188,1A,1200.0
51190,SL,400.0
51190,3A,640.0
51190,2A,800.0
51190,1A,1200.0
51197,SL,400.0
51197,3A,640.0
51197,2A,800.0
51197,1A,1200.0
51198,SL,400.0
51198,3A,640.0
51198,2A,800.0
51198,1A,1200.0
54316,SL,400.0
54316,3A,640.0
54316,2A,800.0
54316,1A,1200.0
54391,SL,400.0
54391,3A,640.0
54391,2A,800.0
54391,1A,1200.0
54396,SL,400.0
54396,3A,640.0
54396,2A,800.0
54396,1A,1200.0
12434,SL,400.0
12434,3A,640.0
12434,2A,800.0
12434,1A,1200.0
50105,SL,400.0
50105,3A,640.0
50105,2A,800.0
50105,1A,1200.0
51153,SL,400.0
51153,3A,640.0
51153,2A,800.0
51153,1A,1200.0
51154,SL,400.0
51154,3A,640.0
51154,2A,800.0
51154,1A,1200.0
51157,SL,400.0
51157,3A,640.0
51157,2A,800.0
51157,1A,1200.0
51183,SL,400.0
51183,3A,640.0
51183,2A,800.0
51183,1A,1200.0
51195,SL,400.0
51195,3A,640.0
51195,2A,800.0
51195,1A,1200.0
51254,SL,400.0
51254,3A,640.0
51254,2A,800.0
51254,1A,1200.0
51255,SL,400.0
51255,3A,640.0
51255,2A,800.0
51255,1A,1200.0
51256,SL,400.0
51256,3A,640.0
51256,2A,800.0
51256,1A,1200.0
51259,SL,400.0
51259,3A,640.0
51259,2A,800.0
51259,1A,1200.0
51260,SL,400.0
51260,3A,640.0
51260,2A,800.0
51260,1A,1200.0
51262,SL,400.0
51262,3A,640.0
51262,2A,800.0
51262,1A,1200.0
51286,SL,400.0
51286,3A,640.0
51286,2A,800.0
51286,1A,1200.0
51293,SL,400.0
51293,3A,640.0
51293,2A,800.0
51293,1A,1200.0
51294,SL,400.0
51294,3A,640.0
51294,2A,800.0
51294,1A,1200.0
51323,SL,400.0
51323,3A,640.0
51323,2A,800.0
51323,1A,1200.0
51325,SL,400.0
51325,3A,640.0
51325,2A,800.0
51325,1A,1200.0
51327,SL,400.0
51327,3A,640.0
51327,2A,800.0
51327,1A,1200.0
51348,SL,400.0
51348,3A,640.0
51348,2A,800.0
51348,1A,1200.0
51350,SL,400.0
51350,3A,640.0
51350,2A,800.0
51350,1A,1200.0
51353,SL,400.0
51353,3A,640.0
51353,2A,800.0
51353,1A,1200.0
51401,SL,400.0
51401,3A,640.0
51401,2A,800.0
51401,1A,1200.0
51402,SL,400.0
51402,3A,640.0
51402,2A,800.0
51402,1A,1200.0
51405,SL,400.0
51405,3A,640.0
51405,2A,800.0
51405,1A,1200.0
51406,SL,400.0
51406,3A,640.0
51406,2A,800.0
51406,1A,1200.0
51407,SL,400.0
51407,3A,640.0
51407,2A,800.0
51407,1A,1200.0
51408,SL,400.0
51408,3A,640.0
51408,2A,800.0
51408,1A,1200.0
51411,SL,400.0
51411,3A,640.0
51411,2A,800.0
51411,1A,1200.0
51412,SL,400.0
51412,3A,640.0
51412,2A,800.0
51412,1A,1200.0
51417,SL,400.0
51417,3A,640.0
51417,2A,800.0
51417,1A,1200.0
51418,SL,400.0
51418,3A,640.0
51418,2A,800.0
51418,1A,1200.0
51419,SL,400.0
51419,3A,640.0
51419,2A,800.0
51419,1A,1200.0
51420,SL,400.0
51420,3A,640.0
51420,2A,800.0
51420,1A,1200.0
51423,SL,400.0
51423,3A,640.0
51423,2A,800.0
51423,1A,1200.0
51424,SL,400.0
51424,3A,640.0
51424,2A,800.0
51424,1A,1200.0
51425,SL,400.0
51425,3A,640.0
51425,2A,800.0
51425,1A,1200.0
51426,SL,400.0
51426,3A,640.0
51426,2A,800.0
51426,1A,1200.0
51427,SL,400.0
51427,3A,640.0
51427,2A,800.0
51427,1A,1200.0
51428,SL,400.0
51428,3A,640.0
51428,2A,800.0
51428,1A,1200.0
51429,SL,400.0
51429,3A,640.0
51429,2A,800.0
51429,1A,1200.0
51430,SL,400.0
51430,3A,640.0
51430,2A,800.0
51430,1A,1200.0
51431,SL,400.0
51431,3A,640.0
51431,2A,800.0
51431,1A,1200.0
51432,SL,400.0
51432,3A,640.0
51432,2A,800.0
51432,1A,1200.0
54394,SL,400.0
54394,3A,640.0
54394,2A,800.0
54394,1A,1200.0
54397,SL,400.0
54397,3A,640.0
54397,2A,800.0
54397,1A,1200.0
55302,SL,400.0
55302,3A,640.0
55302,2A,800.0
55302,1A,1200.0
55304,SL,400.0
55304,3A,640.0
55304,2A,800.0
55304,1A,1200.0
12368,SL,400.0
12368,3A,640.0
12368,2A,800.0
12368,1A,1200.0
51284,SL,400.0
51284,3A,640.0
51284,2A,800.0
51284,1A,1200.0
51324,SL,400.0
51324,3A,640.0
51324,2A,800.0
51324,1A,1200.0
51326,SL,400.0
51326,3A,640.0
51326,2A,800.0
51326,1A,1200.0
51409,SL,400.0
51409,3A,640.0
51409,2A,800.0
51409,1A,1200.0
51410,SL,400.0
51410,3A,640.0
51410,2A,800.0
51410,1A,1200.0
51421,SL,400.0
51421,3A,640.0
51421,2A,800.0
51421,1A,1200.0
51422,SL,400.0
51422,3A,640.0
51422,2A,800.0
51422,1A,1200.0
51433,SL,400.0
51433,3A,640.0
51433,2A,800.0
51433,1A,1200.0
51434,SL,400.0
51434,3A,640.0
51434,2A,800.0
51434,1A,1200.0
51441,SL,400.0
51441,3A,640.0
51441,2A,800.0
51441,1A,1200.0
51442,SL,400.0
51442,3A,640.0
51442,2A,800.0
51442,1A,1200.0
51445,SL,400.0
51445,3A,640.0
51445,2A,800.0
51445,1A,1200.0
51446,SL,400.0
51446,3A,640.0
51446,2A,800.0
51446,1A,1200.0
51449,SL,400.0
51449,3A,640.0
51449,2A,800.0
51449,1A,1200.0
51450,SL,400.0
51450,3A,640.0
51450,2A,800.0
51450,1A,1200.0
51455,SL,400.0
51455,3A,640.0
51455,2A,800.0
51455,1A,1200.0
51456,SL,400.0
51456,3A,640.0
51456,2A,800.0
51456,1A,1200.0
51458,SL,400.0
51458,3A,640.0
51458,2A,800.0
51458,1A,1200.0
51461,SL,400.0
51461,3A,640.0
51461,2A,800.0
51461,1A,1200.0
51462,SL,400.0
51462,3A,640.0
51462,2A,800.0
51462,1A,1200.0
51463,SL,400.0
51463,3A,640.0
51463,2A,800.0
51463,1A,1200.0
51464,SL,400.0
51464,3A,640.0
51464,2A,800.0
51464,1A,1200.0
51601,SL,400.0
51601,3A,640.0
51601,2A,800.0
51601,1A,1200.0
51602,SL,400.0
51602,3A,640.0
51602,2A,800.0
51602,1A,1200.0
51605,SL,400.0
51605,3A,640.0
51605,2A,800.0
51605,1A,1200.0
51607,SL,400.0
51607,3A,640.0
51607,2A,800.0
51607,1A,1200.0
51608,SL,400.0
51608,3A,640.0
51608,2A,800.0
51608,1A,1200.0
51609,SL,400.0
51609,3A,640.0
51609,2A,800.0
51609,1A,1200.0
51610,SL,400.0
51610,3A,640.0
51610,2A,800.0
51610,1A,1200.0
51611,SL,400.0
51611,3A,640.0
51611,2A,800.0
51611,1A,1200.0
51612,SL,400.0
51612,3A,640.0
51612,2A,800.0
51612,1A,1200.0
51614,SL,400.0
51614,3A,640.0
51614,2A,800.0
51614,1A,1200.0
51632,SL,400.0
51632,3A,640.0
51632,2A,800.0
51632,1A,1200.0
51674,SL,400.0
51674,3A,640.0
51674,2A,800.0
51674,1A,1200.0
51675,SL,400.0
51675,3A,640.0
51675,2A,800.0
51675,1A,1200.0
51676,SL,400.0
51676,3A,640.0
51676,2A,800.0
51676,1A,1200.0
51677,SL,400.0
51677,3A,640.0
51677,2A,800.0
51677,1A,1200.0
51678,SL,400.0
51678,3A,640.0
51678,2A,800.0
51678,1A,1200.0
51683,SL,400.0
51683,3A,640.0
51683,2A,800.0
51683,1A,1200.0
51684,SL,400.0
51684,3A,640.0
51684,2A,800.0
51684,1A,1200.0
51685,SL,400.0
51685,3A,640.0
51685,2A,800.0
51685,1A,1200.0
51686,SL,400.0
51686,3A,640.0
51686,2A,800.0
51686,1A,1200.0
51687,SL,400.0
51687,3A,640.0
51687,2A,800.0
51687,1A,1200.0
51688,SL,400.0
51688,3A,640.0
51688,2A,800.0
51688,1A,1200.0
51689,SL,400.0
51689,3A,640.0
51689,2A,800.0
51689,1A,1200.0
51701,SL,400.0
51701,3A,640.0
51701,2A,800.0
51701,1A,1200.0
53450,SL,400.0
53450,3A,640.0
53450,2A,800.0
53450,1A,1200.0
51435,SL,400.0
51435,3A,640.0
51435,2A,800.0
51435,1A,1200.0
51436,SL,400.0
51436,3A,640.0
51436,2A,800.0
51436,1A,1200.0
51451,SL,400.0
51451,3A,640.0
51451,2A,800.0
51451,1A,1200.0
51452,SL,400.0
51452,3A,640.0
51452,2A,800.0
51452,1A,1200.0
51603,SL,400.0
51603,3A,640.0
51603,2A,800.0
51603,1A,1200.0
51690,SL,400.0
51690,3A,640.0
51690,2A,800.0
51690,1A,1200.0
51751,SL,400.0
51751,3A,640.0
51751,2A,800.0
51751,1A,1200.0
51752,SL,400.0
51752,3A,640.0
51752,2A,800.0
51752,1A,1200.0
51753,SL,400.0
51753,3A,640.0
51753,2A,800.0
51753,1A,1200.0
51754,SL,400.0
51754,3A,640.0
51754,2A,800.0
51754,1A,1200.0
51755,SL,400.0
51755,3A,640.0
51755,2A,800.0
51755,1A,1200.0
51756,SL,400.0
51756,3A,640.0
51756,2A,800.0
51756,1A,1200.0
51763,SL,400.0
51763,3A,640.0
51763,2A,800.0
51763,1A,1200.0
51764,SL,400.0
51764,3A,640.0
51764,2A,800.0
51764,1A,1200.0
51765,SL,400.0
51765,3A,640.0
51765,2A,800.0
51765,1A,1200.0
51766,SL,400.0
51766,3A,640.0
51766,2A,800.0
51766,1A,1200.0
51767,SL,400.0
51767,3A,640.0
51767,2A,800.0
51767,1A,1200.0
51768,SL,400.0
51768,3A,640.0
51768,2A,800.0
51768,1A,1200.0
51777,SL,400.0
51777,3A,640.0
51777,2A,800.0
51777,1A,1200.0
51778,SL,400.0
51778,3A,640.0
51778,2A,800.0
51778,1A,1200.0
51779,SL,400.0
51779,3A,640.0
51779,2A,800.0
51779,1A,1200.0
51780,SL,400.0
51780,3A,640.0
51780,2A,800.0
51780,1A,1200.0
51801,SL,400.0
51801,3A,640.0
51801,2A,800.0
51801,1A,1200.0
51802,SL,400.0
51802,3A,640.0
51802,2A,800.0
51802,1A,1200.0
51803,SL,400.0
51803,3A,640.0
51803,2A,800.0
51803,1A,1200.0
51804,SL,400.0
51804,3A,640.0
51804,2A,800.0
51804,1A,1200.0
51805,SL,400.0
51805,3A,640.0
51805,2A,800.0
51805,1A,1200.0
51806,SL,400.0
51806,3A,640.0
51806,2A,800.0
51806,1A,1200.0
51807,SL,400.0
51807,3A,640.0
51807,2A,800.0
51807,1A,1200.0
51808,SL,400.0
51808,3A,640.0
51808,2A,800.0
51808,1A,1200.0
51809,SL,400.0
51809,3A,640.0
51809,2A,800.0
51809,1A,1200.0
51810,SL,400.0
51810,3A,640.0
51810,2A,800.0
51810,1A,1200.0
51811,SL,400.0
51811,3A,640.0
51811,2A,800.0
51811,1A,1200.0
51812,SL,400.0
51812,3A,640.0
51812,2A,800.0
51812,1A,1200.0
51813,SL,400.0
51813,3A,640.0
51813,2A,800.0
51813,1A,1200.0
51814,SL,400.0
51814,3A,640.0
51814,2A,800.0
51814,1A,1200.0
51815,SL,400.0
51815,3A,640.0
51815,2A,800.0
51815,1A,1200.0
51818,SL,400.0
51818,3A,640.0
51818,2A,800.0
51818,1A,1200.0
51819,SL,400.0
51819,3A,640.0
51819,2A,800.0
51819,1A,1200.0
51821,SL,400.0
51821,3A,640.0
51821,2A,800.0
51821,1A,1200.0
51822,SL,400.0
51822,3A,640.0
51822,2A,800.0
51822,1A,1200.0
51828,SL,400.0
51828,3A,640.0
51828,2A,800.0
51828,1A,1200.0
51829,SL,400.0
51829,3A,640.0
51829,2A,800.0
51829,1A,1200.0
51830,SL,400.0
51830,3A,640.0
51830,2A,800.0
51830,1A,1200.0
51831,SL,400.0
51831,3A,640.0
51831,2A,800.0
51831,1A,1200.0
51832,SL,400.0
51832,3A,640.0
51832,2A,800.0
51832,1A,1200.0
51861,SL,400.0
51861,3A,640.0
51861,2A,800.0
51861,1A,1200.0
55306,SL,400.0
55306,3A,640.0
55306,2A,800.0
55306,1A,1200.0
51823,SL,400.0
51823,3A,640.0
51823,2A,800.0
51823,1A,1200.0
51824,SL,400.0
51824,3A,640.0
51824,2A,800.0
51824,1A,1200.0
51825,SL,400.0
51825,3A,640.0
51825,2A,800.0
51825,1A,1200.0
51826,SL,400.0
51826,3A,640.0
51826,2A,800.0
51826,1A,1200.0
51863,SL,400.0
51863,3A,640.0
51863,2A,800.0
51863,1A,1200.0
51864,SL,400.0
51864,3A,640.0
51864,2A,800.0
51864,1A,1200.0
51865,SL,400.0
51865,3A,640.0
51865,2A,800.0
51865,1A,1200.0
51866,SL,400.0
51866,3A,640.0
51866,2A,800.0
51866,1A,1200.0
51867,SL,400.0
51867,3A,640.0
51867,2A,800.0
51867,1A,1200.0
51868,SL,400.0
51868,3A,640.0
51868,2A,800.0
51868,1A,1200.0
51869,SL,400.0
51869,3A,640.0
51869,2A,800.0
51869,1A,1200.0
51870,SL,400.0
51870,3A,640.0
51870,2A,800.0
51870,1A,1200.0
51901,SL,400.0
51901,3A,640.0
51901,2A,800.0
51901,1A,1200.0
51902,SL,400.0
51902,3A,640.0
51902,2A,800.0
51902,1A,1200.0
51903,SL,400.0
51903,3A,640.0
51903,2A,800.0
51903,1A,1200.0
51904,SL,400.0
51904,3A,640.0
51904,2A,800.0
51904,1A,1200.0
51905,SL,400.0
51905,3A,640.0
51905,2A,800.0
51905,1A,1200.0
51906,SL,400.0
51906,3A,640.0
51906,2A,800.0
51906,1A,1200.0
51907,SL,400.0
51907,3A,640.0
51907,2A,800.0
51907,1A,1200.0
51908,SL,400.0
51908,3A,640.0
51908,2A,800.0
51908,1A,1200.0
51910,SL,400.0
51910,3A,640.0
51910,2A,800.0
51910,1A,1200.0
51911,SL,400.0
51911,3A,640.0
51911,2A,800.0
51911,1A,1200.0
51912,SL,400.0
51912,3A,640.0
51912,2A,800.0
51912,1A,1200.0
51913,SL,400.0
51913,3A,640.0
51913,2A,800.0
51913,1A,1200.0
51914,SL,400.0
51914,3A,640.0
51914,2A,800.0
51914,1A,1200.0
51915,SL,400.0
51915,3A,640.0
51915,2A,800.0
51915,1A,1200.0
51916,SL,400.0
51916,3A,640.0
51916,2A,800.0
51916,1A,1200.0
51971,SL,400.0
51971,3A,640.0
51971,2A,800.0
51971,1A,1200.0
51972,SL,400.0
51972,3A,640.0
51972,2A,800.0
51972,1A,1200.0
51973,SL,400.0
51973,3A,640.0
51973,2A,800.0
51973,1A,1200.0
51974,SL,400.0
51974,3A,640.0
51974,2A,800.0
51974,1A,1200.0
51975,SL,400.0
51975,3A,640.0
51975,2A,800.0
51975,1A,1200.0
51976,SL,400.0
51976,3A,640.0
51976,2A,800.0
51976,1A,1200.0
52002,SL,400.0
52002,3A,640.0
52002,2A,800.0
52002,1A,1200.0
52003,SL,400.0
52003,3A,640.0
52003,2A,800.0
52003,1A,1200.0
52004,SL,400.0
52004,3A,640.0
52004,2A,800.0
52004,1A,1200.0
52011,SL,400.0
52011,3A,640.0
52011,2A,800.0
52011,1A,1200.0
52012,SL,400.0
52012,3A,640.0
52012,2A,800.0
52012,1A,1200.0
52013,SL,400.0
52013,3A,640.0
52013,2A,800.0
52013,1A,1200.0
52014,SL,400.0
52014,3A,640.0
52014,2A,800.0
52014,1A,1200.0
52015,SL,400.0
52015,3A,640.0
52015,2A,800.0
52015,1A,1200.0
52020,SL,400.0
52020,3A,640.0
52020,2A,800.0
52020,1A,1200.0
52021,SL,400.0
52021,3A,640.0
52021,2A,800.0
52021,1A,1200.0
52022,SL,400.0
52022,3A,640.0
52022,2A,800.0
52022,1A,1200.0
52023,SL,400.0
52023,3A,640.0
52023,2A,800.0
52023,1A,1200.0
52024,SL,400.0
52024,3A,640.0
52024,2A,800.0
52024,1A,1200.0
55308,SL,400.0
55308,3A,640.0
55308,2A,800.0
55308,1A,1200.0
55310,SL,400.0
55310,3A,640.0
55310,2A,800.0
55310,1A,1200.0
51881,SL,400.0
51881,3A,640.0
51881,2A,800.0
51881,1A,1200.0
51883,SL,400.0
51883,3A,640.0
51883,2A,800.0
51883,1A,1200.0
51884,SL,400.0
51884,3A,640.0
51884,2A,800.0
51884,1A,1200.0
52025,SL,400.0
52025,3A,640.0
52025,2A,800.0
52025,1A,1200.0
52026,SL,400.0
52026,3A,640.0
52026,2A,800.0
52026,1A,1200.0
52027,SL,400.0
52027,3A,640.0
52027,2A,800.0
52027,1A,1200.0
52028,SL,400.0
52028,3A,640.0
52028,2A,800.0
52028,1A,1200.0
52033,SL,400.0
52033,3A,640.0
52033,2A,800.0
52033,1A,1200.0
52034,SL,400.0
52034,3A,640.0
52034,2A,800.0
52034,1A,1200.0
52035,SL,400.0
52035,3A,640.0
52035,2A,800.0
52035,1A,1200.0
52036,SL,400.0
52036,3A,640.0
52036,2A,800.0
52036,1A,1200.0
52037,SL,400.0
52037,3A,640.0
52037,2A,800.0
52037,1A,1200.0
52038,SL,400.0
52038,3A,640.0
52038,2A,800.0
52038,1A,1200.0
52041,SL,400.0
52041,3A,640.0
52041,2A,800.0
52041,1A,1200.0
52042,SL,400.0
52042,3A,640.0
52042,2A,800.0
52042,1A,1200.0
52045,SL,400.0
52045,3A,640.0
52045,2A,800.0
52045,1A,1200.0
52046,SL,400.0
52046,3A,640.0
52046,2A,800.0
52046,1A,1200.0
52048,SL,400.0
52048,3A,640.0
52048,2A,800.0
52048,1A,1200.0
52072,SL,400.0
52072,3A,640.0
52072,2A,800.0
52072,1A,1200.0
52073,SL,400.0
52073,3A,640.0
52073,2A,800.0
52073,1A,1200.0
52074,SL,400.0
52074,3A,640.0
52074,2A,800.0
52074,1A,1200.0
52075,SL,400.0
52075,3A,640.0
52075,2A,800.0
52075,1A,1200.0
52076,SL,400.0
52076,3A,640.0
52076,2A,800.0
52076,1A,1200.0
52082,SL,400.0
52082,3A,640.0
52082,2A,800.0
52082,1A,1200.0
52083,SL,400.0
52083,3A,640.0
52083,2A,800.0
52083,1A,1200.0
52084,SL,400.0
52084,3A,640.0
52084,2A,800.0
52084,1A,1200.0
52085,SL,400.0
52085,3A,640.0
52085,2A,800.0
52085,1A,1200.0
52086,SL,400.0
52086,3A,640.0
52086,2A,800.0
52086,1A,1200.0
52087,SL,400.0
52087,3A,640.0
52087,2A,800.0
52087,1A,1200.0
52088,SL,400.0
52088,3A,640.0
52088,2A,800.0
52088,1A,1200.0
52101,SL,400.0
52101,3A,640.0
52101,2A,800.0
52101,1A,1200.0
52102,SL,400.0
52102,3A,640.0
52102,2A,800.0
52102,1A,1200.0
52103,SL,400.0
52103,3A,640.0
52103,2A,800.0
52103,1A,1200.0
52104,SL,400.0
52104,3A,640.0
52104,2A,800.0
52104,1A,1200.0
52105,SL,400.0
52105,3A,640.0
52105,2A,800.0
52105,1A,1200.0
52106,SL,400.0
52106,3A,640.0
52106,2A,800.0
52106,1A,1200.0
52108,SL,400.0
52108,3A,640.0
52108,2A,800.0
52108,1A,1200.0
52109,SL,400.0
52109,3A,640.0
52109,2A,800.0
52109,1A,1200.0
52110,SL,400.0
52110,3A,640.0
52110,2A,800.0
52110,1A,1200.0
52121,SL,400.0
52121,3A,640.0
52121,2A,800.0
52121,1A,1200.0
52123,SL,400.0
52123,3A,640.0
52123,2A,800.0
52123,1A,1200.0
52131,SL,400.0
52131,3A,640.0
52131,2A,800.0
52131,1A,1200.0
52132,SL,400.0
52132,3A,640.0
52132,2A,800.0
52132,1A,1200.0
52137,SL,400.0
52137,3A,640.0
52137,2A,800.0
52137,1A,1200.0
52138,SL,400.0
52138,3A,640.0
52138,2A,800.0
52138,1A,1200.0
52143,SL,400.0
52143,3A,640.0
52143,2A,800.0
52143,1A,1200.0
52144,SL,400.0
52144,3A,640.0
52144,2A,800.0
52144,1A,1200.0
55312,SL,400.0
55312,3A,640.0
55312,2A,800.0
55312,1A,1200.0
14055,SL,400.0
14055,3A,640.0
14055,2A,800.0
14055,1A,1200.0
15959,SL,400.0
15959,3A,640.0
15959,2A,800.0
15959,1A,1200.0
52122,SL,400.0
52122,3A,640.0
52122,2A,800.0
52122,1A,1200.0
52124,SL,400.0
52124,3A,640.0
52124,2A,800.0
52124,1A,1200.0
52171,SL,400.0
52171,3A,640.0
52171,2A,800.0
52171,1A,1200.0
52172,SL,400.0
52172,3A,640.0
52172,2A,800.0
52172,1A,1200.0
52174,SL,400.0
52174,3A,640.0
52174,2A,800.0
52174,1A,1200.0
52175,SL,400.0
52175,3A,640.0
52175,2A,800.0
52175,1A,1200.0
52177,SL,400.0
52177,3A,640.0
52177,2A,800.0
52177,1A,1200.0
52178,SL,400.0
52178,3A,640.0
52178,2A,800.0
52178,1A,1200.0
52181,SL,400.0
52181,3A,640.0
52181,2A,800.0
52181,1A,1200.0
52182,SL,400.0
52182,3A,640.0
52182,2A,800.0
52182,1A,1200.0
52183,SL,400.0
52183,3A,640.0
52183,2A,800.0
52183,1A,1200.0
52201,SL,400.0
52201,3A,640.0
52201,2A,800.0
52201,1A,1200.0
52202,SL,400.0
52202,3A,640.0
52202,2A,800.0
52202,1A,1200.0
52203,SL,400.0
52203,3A,640.0
52203,2A,800.0
52203,1A,1200.0
52204,SL,400.0
52204,3A,640.0
52204,2A,800.0
52204,1A,1200.0
52205,SL,400.0
52205,3A,640.0
52205,2A,800.0
52205,1A,1200.0
52206,SL,400.0
52206,3A,640.0
52206,2A,800.0
52206,1A,1200.0
52207,SL,400.0
52207,3A,640.0
52207,2A,800.0
52207,1A,1200.0
52208,SL,400.0
52208,3A,640.0
52208,2A,800.0
52208,1A,1200.0
52209,SL,400.0
52209,3A,640.0
52209,2A,800.0
52209,1A,1200.0
52210,SL,400.0
52210,3A,640.0
52210,2A,800.0
52210,1A,1200.0
52211,SL,400.0
52211,3A,640.0
52211,2A,800.0
52211,1A,1200.0
52212,SL,400.0
52212,3A,640.0
